property_id,property_name,property_type,city,address,monthly_rent,status,bedrooms,bathrooms,sqft,amenities,latitude,longitude,created_at
474,Fort Worth Heights 474,Villa,Fort Worth,381 Oak Ave,3312,Reserved,3,3.0,866,"Clubhouse, Elevator, Parking, Storage",32.00389,-96.638492,2024-09-08
475,Arlington Villas 475,Apartment,Arlington,193 Main St,2262,Occupied,3,3.0,2295,"Parking, Security, Laundry, Pool, Pet Friendly, Storage",32.708769,-97.389161,2024-04-11
476,Austin Residency 476,Townhouse,Austin,522 Lake Rd,1996,Available,2,1.5,1017,"Gym, Parking, Security, Pool, Elevator, Clubhouse",30.743085,-98.154395,2024-09-21
477,Irving Heights 477,Apartment,Irving,595 Main St,1931,Occupied,1,1.5,3095,"Elevator, Storage, Laundry, Parking, Gym, Clubhouse",30.814178,-96.564076,2025-02-21
478,Houston Square 478,Apartment,Houston,245 Lake Rd,3350,Available,2,3.0,1065,"Balcony, Laundry, Clubhouse, Parking",32.661972,-96.748487,2025-07-07
479,Austin Gardens 479,Villa,Austin,489 Lake Rd,3223,Available,3,2.5,2500,"Storage, Balcony, Gym, Parking, Laundry, Pet Friendly",30.65656,-97.621889,2025-10-09
480,Houston Gardens 480,Single Family Home,Houston,669 Lake Rd,1136,Occupied,3,2.0,1311,"Balcony, Pool, Laundry",32.144503,-95.593257,2025-03-18
481,Houston Gardens 481,Single Family Home,Houston,236 Main St,3743,Occupied,3,2.0,2053,"Balcony, Pet Friendly, Security, Gym, Pool, Elevator",33.056474,-97.3504,2025-09-15
482,Arlington Square 482,Apartment,Arlington,787 Market Blvd,2642,Maintenance,1,1.5,2926,"Laundry, Elevator, Pool, Storage, Security, Parking",31.585273,-95.375997,2025-11-19
483,Fort Worth Residency 483,Townhouse,Fort Worth,860 Main St,2416,Available,3,3.0,2234,"Pool, Clubhouse, Security",32.976867,-96.943978,2026-02-15
484,San Antonio Gardens 484,Townhouse,San Antonio,720 Oak Ave,3462,Occupied,2,1.0,1891,"Pet Friendly, Clubhouse, Security, Parking",30.682647,-95.334223,2024-01-08
485,Houston Villas 485,Condo,Houston,683 Oak Ave,3281,Occupied,1,2.0,2699,"Storage, Gym, Pool, Balcony",30.148862,-98.272327,2025-06-19
486,San Antonio Heights 486,Villa,San Antonio,796 Elm St,3788,Occupied,4,1.0,2832,"Parking, Laundry, Storage, Elevator, Gym, Pet Friendly",32.655195,-97.075934,2025-04-22
487,Arlington Square 487,Townhouse,Arlington,125 Oak Ave,3904,Available,3,1.0,1569,"Elevator, Clubhouse, Security, Parking, Pet Friendly, Pool",30.87147,-95.419655,2025-12-07
488,Irving Gardens 488,Apartment,Irving,442 Lake Rd,1623,Occupied,2,1.5,1998,"Parking, Clubhouse, Laundry",32.528207,-96.426142,2024-09-10
489,Fort Worth Heights 489,Condo,Fort Worth,134 Market Blvd,1172,Occupied,2,2.0,2016,"Pool, Clubhouse, Storage, Security",31.262597,-98.063108,2024-11-16
490,Fort Worth Lakeview 490,Villa,Fort Worth,870 Market Blvd,1174,Occupied,1,2.5,1884,"Pool, Storage, Parking, Balcony, Clubhouse, Gym",32.674753,-97.094109,2024-08-26
491,Dallas Gardens 491,Condo,Dallas,169 Elm St,2703,Occupied,3,2.5,3190,"Parking, Clubhouse, Security, Balcony, Pool",30.078023,-98.45699,2026-03-19
492,Houston Lakeview 492,Single Family Home,Houston,767 Lake Rd,1999,Occupied,2,3.0,2105,"Gym, Pet Friendly, Storage, Laundry, Parking, Security",30.146883,-96.454172,2024-11-14
493,Austin Lakeview 493,Villa,Austin,979 Main St,3421,Available,3,2.0,2054,"Elevator, Gym, Parking",30.530856,-95.632857,2025-03-08
494,Plano Square 494,Villa,Plano,143 Market Blvd,4166,Occupied,2,1.5,930,"Clubhouse, Security, Elevator, Balcony, Gym, Pet Friendly",30.850167,-98.133032,2024-08-12
495,Dallas Heights 495,Villa,Dallas,668 Main St,2860,Available,4,1.5,1523,"Laundry, Pet Friendly, Storage, Pool, Parking",30.96986,-98.241941,2024-05-25
496,San Antonio Gardens 496,Condo,San Antonio,278 Lake Rd,4085,Available,2,3.0,2124,"Pet Friendly, Storage, Balcony",30.309513,-95.401162,2025-07-21
497,Houston Park 497,Villa,Houston,345 Lake Rd,1671,Maintenance,2,1.0,1722,"Gym, Laundry, Pool",30.884341,-97.764169,2026-04-08
498,Plano Gardens 498,Villa,Plano,350 Main St,2726,Available,3,3.0,917,"Pet Friendly, Storage, Laundry, Security",31.009894,-96.401578,2026-02-20
499,Houston Gardens 499,Single Family Home,Houston,729 Main St,2292,Available,2,1.5,1662,"Gym, Elevator, Clubhouse, Pool, Security",29.984927,-96.852664,2024-06-20
500,Irving Square 500,Single Family Home,Irving,697 Main St,3075,Available,2,2.5,2551,"Elevator, Clubhouse, Storage, Pet Friendly, Gym",31.734153,-96.26663,2024-07-31
